0.0,0.9950092029174344
0.101,1.0950443401623464
0.202,1.1520009233546291
0.303,1.1673860198269712
0.404,1.1439303375967818
0.505,1.0854051826137532
0.606,0.9964200663034074
0.707,0.8822089922388509
0.808,0.7484131926423463
0.909,0.6008675967300644
1.01,0.4453976273233209
1.111,0.2876320770509366
1.212,0.13283685049465355
1.313,-0.0142266857932839
1.414,-0.14941608749606017
1.515,-0.2692933786518497
1.616,-0.37118123941048276
1.717,-0.4531903023014921
1.818,-0.5142189193580804
1.919,-0.5539275444700644
2.02,-0.5726905275118382
2.121,-0.5715286281568557
2.222,-0.5520259222869207
2.323,-0.5162349921235314
2.424,-0.46657436700552873
2.525,-0.4057221237230561
2.626,-0.33650937574992984
2.727,-0.2618170948209419
2.828,-0.18447933355048296
2.929,-0.10719547316639971
3.03,-0.032453625700213845
3.131,0.037533205024082
3.232,0.10087713524581529
3.333,0.1560510464453149
3.434,0.20190982950474443
3.535,0.2376976605913258
3.636,0.2630421583695224
3.737,0.2779366292594066
3.838,0.28271189793459167
3.939,0.2779994398995868
4.04,0.2646876802178515
4.141,0.24387339815120854
4.242,0.21681018473094357
4.343,0.18485584418840317
4.444,0.1494205174546447
4.545,0.1119171446250477
4.646,0.07371568235001748
4.747,0.036102261112297473
4.848,0.0002442160681629807
4.949,-0.03283833675815433
5.051,-0.06256508218257029
5.152,-0.08768018780787937
5.253,-0.10801824956584499
5.354,-0.12329419652762003
5.455,-0.13340833158783083
5.556,-0.13843515749678348
5.657,-0.1386074525361308
5.758,-0.13429647810655954
5.859,-0.1259892567531352
5.96,-0.11426388077811814
6.061,-0.09976380057324358
6.162,-0.08317200103269135
6.263,-0.065185907508529
6.364,-0.04649377392787302
6.465,-0.027753199473680656
6.566,-0.009572301412982293
6.667,0.007506054952688156
6.768,0.02301669795220547
6.869,0.036581119954276445
6.97,0.04791295668354954
7.071,0.056820069728289214
7.172,0.06320342874823086
7.273,0.06705307784303732
7.374,0.06844154249315992
7.475,0.06751508835750755
7.576,0.06448328056226926
7.677,0.059607312098179925
7.778,0.05318757326310142
7.879,0.04555092192939964
7.98,0.03703808837464171
8.081,0.02799161040707665
8.182,0.018744646698685762
8.283,0.009610960912002284
8.384,0.0008763087393529809
8.485,-0.0072086032862466315
8.586,-0.014433482143921242
8.687,-0.02063209300777553
8.788,-0.025684200207817733
8.889,-0.02951587412174945
8.99,-0.032098280940266545
9.091,-0.03344511209640542
9.192,-0.033608841848023104
9.293,-0.03267602466204031
9.394,-0.03076185858556463
9.495,-0.028004246902993725
9.596,-0.024557588526285107
9.697,-0.020586518425816436
9.798,-0.016259803842087566
9.899,-0.011744581024865483
10.0,-0.007201091924465964
